center_lat,center_lng,radius_km,rider_lat,rider_lng,inside_zone
18.5204,73.8567,10.0,18.39018830910699,73.99582504523494,0
18.5204,73.8567,10.0,18.52173556015621,73.87893049539983,1
18.5204,73.8567,2.0,18.526986871972312,73.8646125116137,1
18.5204,73.8567,2.0,18.508222087090044,73.91393088481091,0
17.385,78.4867,2.0,17.38789867729768,78.48805295338006,1
22.5726,88.3639,15.0,22.61670202245275,88.31597946838819,1
17.385,78.4867,2.0,17.381408242790688,78.48455820417135,1
12.9716,77.5946,15.0,13.053855751477332,77.44899449097585,0
13.0827,80.2707,2.0,13.30211943634896,80.241695107798,0
13.0827,80.2707,5.0,13.007431053559536,80.25338414843498,0
22.5726,88.3639,15.0,22.564259472588812,88.44893466836253,1
19.076,72.8777,15.0,19.045370546739814,72.91366193376234,1
19.076,72.8777,5.0,19.11062076288223,72.85723657299604,1
17.385,78.4867,5.0,17.449513437224937,78.29637144797579,0
12.9716,77.5946,15.0,12.908268393003036,77.41539843564792,0
13.0827,80.2707,2.0,13.11752271906605,80.25505887470206,0
19.076,72.8777,10.0,19.150414770389375,72.60613071705139,0
22.5726,88.3639,5.0,22.58512388724456,88.38845303887524,1
17.385,78.4867,15.0,17.47959079084617,78.17777726418392,0
12.9716,77.5946,10.0,12.979997881818408,77.60011156288152,1
18.5204,73.8567,10.0,18.65556525805612,73.75103972061997,0
22.5726,88.3639,15.0,22.584687231401805,88.38052195010981,1
22.5726,88.3639,15.0,22.814509217959603,88.25308094190017,0
12.9716,77.5946,15.0,13.256559244052992,77.50288508584522,0
18.5204,73.8567,5.0,18.510910334231017,73.83349332249327,1
22.5726,88.3639,10.0,22.537217299830328,88.37867702239164,1
22.5726,88.3639,10.0,22.632389638788815,88.30247161226843,1
12.9716,77.5946,2.0,12.87307918611671,77.45492046749612,0
18.5204,73.8567,2.0,18.521084049887495,73.85409716839128,1
28.6139,77.209,5.0,28.613415699808247,77.20862797891617,1
18.5204,73.8567,2.0,18.530296608893895,73.82497973819783,0
22.5726,88.3639,5.0,22.589855846619123,88.4220744524878,0
12.9716,77.5946,10.0,12.992802990824385,77.65340443807713,1
17.385,78.4867,10.0,17.305768965556386,78.41208040626411,0
17.385,78.4867,5.0,17.386167250727784,78.49011168404897,1
17.385,78.4867,10.0,17.52073379301007,78.66962797898825,0
28.6139,77.209,5.0,28.79286869524989,77.12917648744994,0
13.0827,80.2707,15.0,13.092620879732076,80.28243339068698,1
13.0827,80.2707,15.0,12.84384696265943,80.42169237225741,0
18.5204,73.8567,5.0,18.51977580643218,73.85786018205253,1
12.9716,77.5946,5.0,12.84974411521671,77.4271995811363,0
19.076,72.8777,10.0,18.943544496363575,72.73485730828276,0
22.5726,88.3639,5.0,22.319938020980302,88.35738175429718,0
19.076,72.8777,15.0,19.2627532834977,73.05397151522597,0
22.5726,88.3639,2.0,22.575503959873743,88.36856873463542,1
18.5204,73.8567,2.0,18.37405877024971,74.01652875853777,0
13.0827,80.2707,2.0,13.098733233446474,80.27003939368655,1
22.5726,88.3639,5.0,22.4878749888478,88.25203579081749,0
22.5726,88.3639,5.0,22.57671838155945,88.35718279822922,1
19.076,72.8777,10.0,18.95659274085688,72.92075147537216,0
22.5726,88.3639,10.0,22.595001692586205,88.39792829211926,1
18.5204,73.8567,2.0,18.515969570273892,73.85617627774897,1
12.9716,77.5946,2.0,12.96246144183518,77.5835943009601,1
22.5726,88.3639,10.0,22.54337868417138,88.35594594912104,1
28.6139,77.209,15.0,28.28591074911465,77.1974884109201,0
12.9716,77.5946,10.0,12.930748117019004,77.58625625262542,1
18.5204,73.8567,10.0,18.449793092535312,73.97630274292915,0
13.0827,80.2707,10.0,13.061912448727602,80.25561345119152,1
19.076,72.8777,5.0,18.882785576023757,72.68432614392596,0
13.0827,80.2707,10.0,13.14368449413115,79.96192423157876,0
17.385,78.4867,5.0,17.372573430419035,78.46648328650903,1
19.076,72.8777,15.0,18.901206391739688,73.14309864857154,0
17.385,78.4867,10.0,17.304664550876126,78.50556618401762,1
12.9716,77.5946,10.0,12.986581462396476,77.55012814085912,1
19.076,72.8777,2.0,19.076706660590762,72.87774318119833,1
13.0827,80.2707,10.0,13.163791433046562,80.01921858429505,0
12.9716,77.5946,5.0,12.92328631797182,77.59021530195835,0
22.5726,88.3639,15.0,22.59411393459155,88.67608684527252,0
22.5726,88.3639,10.0,22.533476890403332,88.39579659099782,1
18.5204,73.8567,2.0,18.51950017784811,73.85156402713325,1
13.0827,80.2707,15.0,13.066931844936846,80.26284180225224,1
17.385,78.4867,10.0,17.37722900351662,78.49564081850473,1
17.385,78.4867,2.0,17.37906807100073,78.49528984214129,1
18.5204,73.8567,10.0,18.64537288991782,73.75604828698127,0
18.5204,73.8567,10.0,18.302938026031807,73.70933255860902,0
22.5726,88.3639,2.0,22.57454891437077,88.36206543450375,1
19.076,72.8777,10.0,18.887207901856783,72.90761067692998,0
19.076,72.8777,10.0,19.182606305270657,73.13902048946284,0
28.6139,77.209,5.0,28.466732966529126,77.28347666201611,0
22.5726,88.3639,2.0,22.57601774352307,88.36559745102512,1
22.5726,88.3639,15.0,22.562588313026147,88.37353013913348,1
17.385,78.4867,2.0,17.379338428816283,78.49037070199415,1
28.6139,77.209,10.0,28.571325999058182,77.21240239304339,1
17.385,78.4867,10.0,17.317313271575507,78.62927002021212,0
18.5204,73.8567,5.0,18.532416720067065,73.8501852460733,1
18.5204,73.8567,5.0,18.521765748825135,73.85833568831377,1
18.5204,73.8567,2.0,18.51941496416814,73.85579045448175,1
19.076,72.8777,5.0,19.105872987655175,72.83713396459493,0
18.5204,73.8567,10.0,18.651563878872437,73.77978994949908,0
18.5204,73.8567,10.0,18.492542469755396,73.9214694128938,1
28.6139,77.209,2.0,28.618663126057097,77.21120254994658,1
28.6139,77.209,2.0,28.611376210829622,77.1962542420264,1
12.9716,77.5946,10.0,13.04702025779555,77.69337261446685,0
22.5726,88.3639,5.0,22.62115877870513,88.36963986837736,0
28.6139,77.209,2.0,28.402685428983105,77.15335796692642,0
22.5726,88.3639,2.0,22.528053369967292,88.28499643500786,0
12.9716,77.5946,5.0,12.970470461044288,77.63137441415243,1
17.385,78.4867,15.0,17.11068786525816,78.35772119138973,0
19.076,72.8777,15.0,19.117331773721517,72.73085932723674,0
18.5204,73.8567,2.0,18.476296288595208,73.75292265010124,0
19.076,72.8777,2.0,19.087737877664562,72.86909370427118,1
18.5204,73.8567,5.0,18.389762130339577,73.84092700027263,0
17.385,78.4867,10.0,17.48164297551311,78.41641507515787,0
17.385,78.4867,2.0,17.39786306381214,78.48858380108904,1
22.5726,88.3639,5.0,22.516777397539574,88.49710482345671,0
28.6139,77.209,15.0,28.275106999670164,77.28865269902798,0
28.6139,77.209,15.0,28.605129154516195,77.18808964464326,1
22.5726,88.3639,2.0,22.581517941475845,88.35499554304194,1
18.5204,73.8567,2.0,18.513147420671014,73.9868858762637,0
12.9716,77.5946,10.0,13.128185175480128,77.72863825970377,0
28.6139,77.209,10.0,28.90573774827603,77.17621255368826,0
13.0827,80.2707,2.0,13.077053605991521,80.2684129623959,1
22.5726,88.3639,5.0,22.570769593309574,88.45538726712178,0
28.6139,77.209,5.0,28.53582637587345,77.30242421262214,0
12.9716,77.5946,10.0,13.02818750983671,77.64921217148469,1
28.6139,77.209,15.0,28.45904537488019,77.31539176907596,0
18.5204,73.8567,5.0,18.391624879008642,74.07351634546431,0
28.6139,77.209,2.0,28.625579890765984,77.19745553279041,1
19.076,72.8777,15.0,18.838505830759473,72.98727886026012,0
19.076,72.8777,10.0,19.11702930842068,72.94886752471771,1
19.076,72.8777,15.0,19.089126141100536,72.87006320277948,1
12.9716,77.5946,15.0,12.995979935588577,77.65738396451844,1
22.5726,88.3639,5.0,22.577757666182958,88.36037061289927,1
18.5204,73.8567,15.0,18.52200723612394,73.5641556477023,0
19.076,72.8777,10.0,19.12848006125434,72.87842338193322,1
18.5204,73.8567,2.0,18.521594606222564,73.85862217791237,1
19.076,72.8777,10.0,19.01745668631862,72.89261546387357,1
12.9716,77.5946,15.0,13.067543808259137,77.79432571491765,0
13.0827,80.2707,2.0,13.082876057752955,80.25540550575941,1
22.5726,88.3639,5.0,22.546846048668467,88.39552290071259,1
18.5204,73.8567,5.0,18.654836076693545,73.7632204913467,0
28.6139,77.209,15.0,28.65250747586846,77.25352452287015,1
12.9716,77.5946,5.0,12.948184737497373,77.64146400805494,0
18.5204,73.8567,10.0,18.55835731401884,73.89897645010817,1
19.076,72.8777,15.0,19.17636979831726,73.2216074243915,0
22.5726,88.3639,10.0,22.466583179270813,88.24841290488585,0
17.385,78.4867,15.0,17.266067866194454,78.57751678414449,0
28.6139,77.209,15.0,28.470265381508955,77.54554187865283,0
17.385,78.4867,5.0,17.393824507282076,78.480834386373,1
18.5204,73.8567,10.0,18.542068386376442,73.57932917426922,0
13.0827,80.2707,2.0,13.078744930808359,80.35659671389938,0
28.6139,77.209,2.0,28.718668248793456,77.41851039071803,0
17.385,78.4867,10.0,17.40366815888148,78.35703328506101,0
17.385,78.4867,10.0,17.374694290799862,78.4927294420587,1
28.6139,77.209,10.0,28.616817431583627,77.19643423263423,1
19.076,72.8777,5.0,19.091303827485984,72.91015842770625,1
19.076,72.8777,5.0,19.269017000762286,72.8680549937278,0
13.0827,80.2707,5.0,12.96813518694993,80.30021293279876,0
28.6139,77.209,5.0,28.629722795795864,77.17712204655889,1
28.6139,77.209,15.0,28.29732372936492,77.2288596320893,0
17.385,78.4867,10.0,17.37221589199997,78.48404386309385,1
19.076,72.8777,2.0,19.08843965280943,72.88127035047171,1
28.6139,77.209,2.0,28.620135715819593,77.19419129518076,1
12.9716,77.5946,2.0,12.971040598004878,77.60710559298785,1
17.385,78.4867,10.0,17.390676217587746,78.51806082069191,1
18.5204,73.8567,2.0,18.52208159603723,73.85951346896296,1
13.0827,80.2707,10.0,13.031357844350497,80.28830675914462,1
18.5204,73.8567,10.0,18.545276274923488,73.99870910869829,0
19.076,72.8777,5.0,19.157229217047647,72.71901729526527,0
17.385,78.4867,2.0,17.376466402136078,78.62050576741235,0
12.9716,77.5946,10.0,12.948449463327623,77.77693937891021,0
17.385,78.4867,5.0,17.44654804455423,78.48702529105537,0
22.5726,88.3639,5.0,22.53671421315473,88.37130777880385,1
17.385,78.4867,2.0,17.38793694419419,78.49680356754227,1
18.5204,73.8567,2.0,18.52350075497685,73.86308086255426,1
19.076,72.8777,15.0,19.071812195725414,72.88368837985892,1
28.6139,77.209,2.0,28.797583178394003,77.36044584430971,0
17.385,78.4867,5.0,17.38639963315597,78.44984233200483,1
19.076,72.8777,10.0,19.06089767609929,72.90935679648045,1
18.5204,73.8567,10.0,18.439321221131866,73.8575456574552,1
22.5726,88.3639,5.0,22.57779113993888,88.37784937463628,1
12.9716,77.5946,5.0,12.9562316583523,77.6017050925259,1
22.5726,88.3639,10.0,22.547121444655595,88.3725688346917,1
28.6139,77.209,5.0,28.546655897722015,77.32119331550409,0
28.6139,77.209,2.0,28.63721104579697,77.3269703976642,0
17.385,78.4867,15.0,17.103205573298478,78.27984871958533,0
13.0827,80.2707,10.0,13.015368913792042,80.23305987942072,1
18.5204,73.8567,5.0,18.517454243793615,73.79992271942368,0
19.076,72.8777,15.0,19.02849139337481,72.96885827403916,1
22.5726,88.3639,5.0,22.57289205009663,88.35687113391492,1
19.076,72.8777,10.0,19.18395486058064,73.15488974531588,0
13.0827,80.2707,15.0,12.982450837276758,80.28166619311793,1
22.5726,88.3639,5.0,22.558862855607355,88.37239773273988,1
19.076,72.8777,10.0,19.09365896135321,72.85891381783125,1
17.385,78.4867,15.0,17.29781116246889,78.32403150459646,0
12.9716,77.5946,2.0,12.973480902029312,77.60352131347535,1
17.385,78.4867,15.0,17.287737333627778,78.55672277675589,1
19.076,72.8777,2.0,18.93316540614332,72.70840710904365,0
28.6139,77.209,2.0,28.84771670833727,77.1380817247137,0
17.385,78.4867,15.0,17.524144197855843,78.4244746051073,0
12.9716,77.5946,10.0,13.00972163356795,77.57153586486668,1
22.5726,88.3639,15.0,22.527670470490907,88.48510551697346,1
19.076,72.8777,10.0,19.05665129724017,72.80458138801188,1
13.0827,80.2707,10.0,13.117685199015543,80.15005661589387,0
18.5204,73.8567,10.0,18.2715579766254,73.88487120889407,0
19.076,72.8777,15.0,19.085981344296876,72.88290005944829,1
19.076,72.8777,10.0,19.13152976762779,72.9688836508496,0
22.5726,88.3639,2.0,22.799593519551923,88.32838082250777,0
28.6139,77.209,2.0,28.61105065358376,77.20768935531206,1
13.0827,80.2707,5.0,13.057652805655096,80.24817186855859,1
12.9716,77.5946,15.0,12.945966531855477,77.6055831032909,1
28.6139,77.209,10.0,28.55594438923161,77.34746618267648,0
19.076,72.8777,15.0,19.119698659632416,72.96026773852385,1
22.5726,88.3639,2.0,22.563845059210617,88.36238562170841,1
12.9716,77.5946,15.0,13.01899438692486,77.61703872605824,1
22.5726,88.3639,5.0,22.53259140523358,88.37221571515478,1
22.5726,88.3639,2.0,22.605684490552235,88.18943615211687,0
19.076,72.8777,10.0,18.986842762096437,72.72285476936,0
13.0827,80.2707,15.0,12.981349292850473,80.26647175155726,1
17.385,78.4867,2.0,17.40034178498137,78.53394262770694,0
19.076,72.8777,10.0,19.084692664993312,72.87564931948458,1
28.6139,77.209,15.0,28.63633810275027,76.82821843247267,0
22.5726,88.3639,15.0,22.56969581684529,88.38352656742425,1
13.0827,80.2707,5.0,13.020364657534031,80.2779375121045,0
12.9716,77.5946,10.0,12.976012978951701,77.66438894471484,1
19.076,72.8777,15.0,19.07703425402127,72.84605478259368,1
28.6139,77.209,2.0,28.609890072812536,77.2132617477479,1
12.9716,77.5946,10.0,13.006942187368843,77.5531121126168,1
17.385,78.4867,10.0,17.12420777032515,78.55521367288347,0
13.0827,80.2707,15.0,13.036973244537336,80.24869726902371,1
18.5204,73.8567,2.0,18.52765577507663,73.84590538953319,1
12.9716,77.5946,10.0,12.968302572564761,77.62845950402226,1
17.385,78.4867,15.0,17.484220895035403,78.67604853031376,0
13.0827,80.2707,10.0,13.05353257414563,80.20649830368463,1
19.076,72.8777,10.0,19.12394415275513,72.93902986490653,1
28.6139,77.209,2.0,28.612691006348008,77.22658077157368,1
13.0827,80.2707,15.0,12.858093370252282,80.49092936729488,0
13.0827,80.2707,2.0,13.317934868933492,80.33036003376664,0
22.5726,88.3639,10.0,22.571177638139694,88.32876010101418,1
19.076,72.8777,2.0,19.08107430244916,72.87102703644496,1
12.9716,77.5946,10.0,13.001780373246099,77.57833482047705,1
12.9716,77.5946,10.0,12.98335260609211,77.63299407767896,1
19.076,72.8777,15.0,19.18673545588683,72.53723891285559,0
12.9716,77.5946,15.0,12.876812760998122,77.66349393186069,1
13.0827,80.2707,15.0,13.0700602885902,80.25524732899152,1
28.6139,77.209,10.0,28.653461706150047,77.52728200816664,0
17.385,78.4867,15.0,17.598280233764594,78.7199066904769,0
12.9716,77.5946,5.0,12.935293632480915,77.5883759507015,1
19.076,72.8777,5.0,19.07637621886502,72.88281180949014,1
17.385,78.4867,5.0,17.413319784351163,78.46915329235917,1
28.6139,77.209,5.0,28.638332744713942,77.11158220735433,0
22.5726,88.3639,10.0,22.461926632671407,88.22188057569907,0
19.076,72.8777,2.0,19.072673936858227,72.89267534165683,1
13.0827,80.2707,10.0,13.102520117027385,80.10698027076351,0
28.6139,77.209,5.0,28.623373907765036,77.26784648543499,0
13.0827,80.2707,15.0,13.111441481404084,80.23732436758019,1
28.6139,77.209,10.0,28.610445309434773,77.27951557716662,1
28.6139,77.209,2.0,28.618525563538114,77.42967126210236,0
28.6139,77.209,10.0,28.60512258973919,76.94230341820041,0
12.9716,77.5946,15.0,13.113195040580424,77.47040559675655,0
18.5204,73.8567,5.0,18.553220474437087,73.83216532215401,1
22.5726,88.3639,2.0,22.57345490353263,88.36567986304046,1
12.9716,77.5946,2.0,12.959618794548334,77.58781521858299,1
28.6139,77.209,10.0,28.565053588329473,76.9768051558666,0
19.076,72.8777,15.0,19.069208632166745,72.98276775298784,1
22.5726,88.3639,10.0,22.607645612301287,88.31568896597496,1
19.076,72.8777,15.0,19.148025896777586,72.8288456673458,1
19.076,72.8777,15.0,18.86200342196349,72.6899167923326,0
28.6139,77.209,5.0,28.791809957774976,77.31093501243957,0
17.385,78.4867,2.0,17.384516325076067,78.47907326312084,1
18.5204,73.8567,15.0,18.589218150260596,73.82124270033609,1
13.0827,80.2707,5.0,13.018836621328758,80.2639587982955,0
28.6139,77.209,15.0,28.500102391700935,77.25099477161868,1
19.076,72.8777,2.0,19.076215335250268,72.87006509087304,1
19.076,72.8777,5.0,19.09533749972072,72.91368212394386,1
28.6139,77.209,5.0,28.617879233951747,77.2445963414014,1
19.076,72.8777,10.0,19.12744189375397,73.20660366782487,0
13.0827,80.2707,15.0,13.441145167081922,80.24811241822998,0
22.5726,88.3639,10.0,22.43493989969702,88.33717086756072,0
18.5204,73.8567,15.0,18.81739535936574,73.64721222517157,0
12.9716,77.5946,15.0,12.707430813412543,77.58513009421131,0
13.0827,80.2707,5.0,13.09256116637838,80.28026229256857,1
18.5204,73.8567,15.0,18.431239066734197,73.82380684986853,1
12.9716,77.5946,2.0,13.045761851311095,77.62718693818036,0
22.5726,88.3639,2.0,22.530662736154245,88.32737364568209,0
28.6139,77.209,2.0,28.832554102463195,77.22651171708992,0
28.6139,77.209,5.0,28.60918066911617,77.20049955880233,1
18.5204,73.8567,10.0,18.49626566813615,73.85987266503557,1
22.5726,88.3639,2.0,22.58361092354049,88.36546955557219,1
19.076,72.8777,5.0,19.022022351903345,72.64310574235562,0
13.0827,80.2707,5.0,13.082448416773547,80.2726440877074,1
12.9716,77.5946,2.0,13.039997909547496,77.81628174325644,0
28.6139,77.209,10.0,28.621682379190737,77.098737628249,0
19.076,72.8777,10.0,19.14203770417248,72.78079894650833,0
17.385,78.4867,15.0,17.37334795855269,78.30359664695342,0
19.076,72.8777,10.0,19.05969527101587,72.91868266493415,1
12.9716,77.5946,15.0,12.944697186309101,77.60134877041247,1
12.9716,77.5946,2.0,13.033255402623157,77.5088611112895,0
17.385,78.4867,10.0,17.44211647891882,78.48127662927106,1
13.0827,80.2707,5.0,13.079802738535884,80.27125430628057,1
17.385,78.4867,15.0,17.525910416902708,78.26271277240177,0
19.076,72.8777,5.0,19.039309060187172,72.88023311104944,1
19.076,72.8777,5.0,19.083432140883698,72.88765110174542,1
17.385,78.4867,5.0,17.383531398540974,78.48605326858704,1
22.5726,88.3639,2.0,22.568696299285737,88.36490572519483,1
12.9716,77.5946,15.0,13.24067499693006,77.63243672827483,0
22.5726,88.3639,15.0,22.66370118454756,88.32692304841353,1
19.076,72.8777,10.0,19.03183945128624,72.82743271525145,1
22.5726,88.3639,2.0,22.577586859808317,88.37211724793127,1
19.076,72.8777,2.0,19.06930199308222,72.89153706059768,1
28.6139,77.209,15.0,28.62001152331899,77.20652701483394,1
12.9716,77.5946,2.0,12.955907311400255,77.59440560712744,1
18.5204,73.8567,5.0,18.492364300301052,74.00940196436088,0
28.6139,77.209,5.0,28.58555344543954,77.30504874674988,0
17.385,78.4867,2.0,17.35798566689554,78.43141619235217,0
28.6139,77.209,15.0,28.45661402475617,77.42177345985402,0
19.076,72.8777,2.0,19.16849669297017,72.90268013416427,0
18.5204,73.8567,2.0,18.537124848561312,73.80840380302845,0
19.076,72.8777,5.0,18.929950998382076,73.11637288516769,0
22.5726,88.3639,5.0,22.59809388602017,88.36627019588894,1
19.076,72.8777,2.0,19.075423821053906,72.88141631455568,1
18.5204,73.8567,15.0,18.500721613445545,73.89606233674354,1
19.076,72.8777,2.0,19.293234045144327,72.7667456674037,0
18.5204,73.8567,15.0,18.69294131450239,73.58665421515481,0
12.9716,77.5946,10.0,13.117831181411303,77.52334310192923,0
17.385,78.4867,10.0,17.438042894288024,78.49866664032031,1
22.5726,88.3639,5.0,22.561527388813367,88.43794002264882,0
13.0827,80.2707,15.0,13.03920291564481,80.29346628876208,1
18.5204,73.8567,10.0,18.492950541222307,73.85627144469079,1
28.6139,77.209,5.0,28.60069174706086,77.2027003034905,1
18.5204,73.8567,15.0,18.826976320027534,73.78975660535902,0
18.5204,73.8567,5.0,18.49108981047282,73.83854243865387,1
18.5204,73.8567,2.0,18.688525696852885,73.92588434123049,0
12.9716,77.5946,2.0,12.931288318869491,77.5268116180553,0
19.076,72.8777,10.0,19.053404034758746,72.86260630691162,1
17.385,78.4867,2.0,17.36953056849213,78.49172974665602,1
22.5726,88.3639,10.0,22.580883078585337,88.35930542012126,1
28.6139,77.209,15.0,28.633050000689376,77.26382268667344,1
17.385,78.4867,5.0,17.384829178356817,78.48539784285902,1
17.385,78.4867,2.0,17.51811304455233,78.34921090160981,0
18.5204,73.8567,15.0,18.711976868145406,73.93778173120894,0
13.0827,80.2707,15.0,13.059885389509489,80.24649017313486,1
13.0827,80.2707,5.0,12.970730406453901,80.19989608531861,0
12.9716,77.5946,10.0,12.874818788255308,77.64250146107094,0
22.5726,88.3639,15.0,22.62152266980807,88.41789419350874,1
12.9716,77.5946,5.0,12.82898040925824,77.4693937662972,0
17.385,78.4867,10.0,17.39546204960915,78.53402155272896,1
17.385,78.4867,15.0,17.372607119163735,78.4440177200971,1
17.385,78.4867,10.0,17.348991244009436,78.6266447243714,0
13.0827,80.2707,5.0,13.09416214361502,80.27356742385861,1
18.5204,73.8567,2.0,18.530103933154663,73.61163713250414,0
18.5204,73.8567,15.0,18.46189274423361,73.88556963930016,1
13.0827,80.2707,10.0,13.096314430644664,80.3006557930559,1
19.076,72.8777,2.0,19.189984693822197,72.81035295639667,0
12.9716,77.5946,15.0,13.003690593771047,77.59232171862196,1
12.9716,77.5946,5.0,12.954793406921004,77.61195989246856,1
22.5726,88.3639,15.0,22.346613127775775,88.62576712369777,0
28.6139,77.209,2.0,28.611449770117115,77.22267800214343,1
18.5204,73.8567,10.0,18.63318132119382,73.87430268854071,0
22.5726,88.3639,2.0,22.60559487356176,88.24490676126527,0
18.5204,73.8567,10.0,18.586122535125522,73.87991566077687,1
12.9716,77.5946,5.0,12.879945870165727,77.64776496642403,0
19.076,72.8777,15.0,19.074962291929,72.9180656859505,1
22.5726,88.3639,10.0,22.529402825708072,88.2372115641271,0
17.385,78.4867,2.0,17.386028835568215,78.48617377291347,1
28.6139,77.209,5.0,28.6141173056702,77.1810015550648,1
28.6139,77.209,5.0,28.65329379540915,77.32005375915915,0
13.0827,80.2707,5.0,13.250278472529098,80.13183415019644,0
17.385,78.4867,5.0,17.397985738649272,78.48041187015384,1
17.385,78.4867,15.0,17.579388990995582,78.64897897301836,0
12.9716,77.5946,2.0,12.986553267011967,77.64054344525898,0
19.076,72.8777,10.0,19.036803542272402,72.76921789898664,0
12.9716,77.5946,10.0,12.873350023991822,77.80081197974732,0
12.9716,77.5946,5.0,12.976479731844613,77.44640096559873,0
12.9716,77.5946,2.0,12.857158461474553,77.53792868383523,0
22.5726,88.3639,5.0,22.536630246238875,88.15737307841694,0
22.5726,88.3639,5.0,22.71950888593197,88.4811177050323,0
18.5204,73.8567,10.0,18.42397385346167,73.79001311885531,0
18.5204,73.8567,10.0,18.40167695916115,74.05746066192184,0
12.9716,77.5946,5.0,13.094609293579033,77.63633296864748,0
19.076,72.8777,15.0,19.099458434941205,73.14375879400319,0
12.9716,77.5946,10.0,12.992073537620593,77.53256244024148,1
19.076,72.8777,2.0,18.860611120121224,72.84609739748423,0
22.5726,88.3639,10.0,22.571721937515626,88.36141122431307,1
22.5726,88.3639,15.0,22.680342406360847,88.31515959084791,1
18.5204,73.8567,15.0,18.532148961586252,73.86518555558432,1
28.6139,77.209,2.0,28.61572233014605,77.21957461436827,1
22.5726,88.3639,15.0,22.77152901254253,88.66437329865519,0
18.5204,73.8567,10.0,18.37223928457617,73.66927909761708,0
12.9716,77.5946,10.0,12.780022463477707,77.785561394448,0
28.6139,77.209,5.0,28.613995813786786,77.22503621905787,1
12.9716,77.5946,10.0,12.964756253820235,77.62153176954051,1
12.9716,77.5946,5.0,12.932772438315373,77.48816712186408,0
19.076,72.8777,15.0,19.04310074521326,72.80467676647523,1
13.0827,80.2707,5.0,13.084159058969597,80.2720129245809,1
28.6139,77.209,2.0,28.701023496809036,77.01930023126154,0
19.076,72.8777,5.0,19.142612292762852,72.84177444054565,0
28.6139,77.209,2.0,28.61421805261222,77.20883510238427,1
19.076,72.8777,15.0,19.150657949425014,72.8152388278261,1
22.5726,88.3639,10.0,22.60431289854373,88.35113516259388,1
22.5726,88.3639,5.0,22.603102611116757,88.37127321691655,1
22.5726,88.3639,2.0,22.646403300088032,88.29401944415595,0
28.6139,77.209,10.0,28.62767611850859,77.25366893356738,1
18.5204,73.8567,10.0,18.562374115889654,74.17651377881938,0
19.076,72.8777,15.0,19.024805405801953,73.10056172816107,0
13.0827,80.2707,15.0,12.80527864584889,80.23264598570468,0
13.0827,80.2707,2.0,13.069466473062272,80.2071344608045,0
28.6139,77.209,10.0,28.604581601531507,77.12667704955378,1
19.076,72.8777,10.0,19.148663094884583,72.69496426352394,0
18.5204,73.8567,10.0,18.557071491572028,73.88771898592411,1
13.0827,80.2707,15.0,13.051813558920214,80.27228548011335,1
